workerID,gender,language,income,age,utteranceID,domain,utteranceType,utteranceRounded,exactUtterance,utterance,utteranceExactType,opinionProb,order,interpretation,interpretationType,interpretationRounded,interpretationProb
AYEIQ08ZWJX3L,F,English,4,25,8,electric kettle,sharp,1000,1003,1001,biggerSharp,0.75,1,50,round,50,0.0140845070423
AYEIQ08ZWJX3L,F,English,4,25,8,electric kettle,sharp,1000,1003,1001,biggerSharp,0.75,1,51,sharp,50,0.0140845070423
AYEIQ08ZWJX3L,F,English,4,25,8,electric kettle,sharp,1000,1003,1001,biggerSharp,0.75,1,500,round,500,0.0281690140845
AYEIQ08ZWJX3L,F,English,4,25,8,electric kettle,sharp,1000,1003,1001,biggerSharp,0.75,1,501,sharp,500,0.0140845070423
AYEIQ08ZWJX3L,F,English,4,25,8,electric kettle,sharp,1000,1003,1001,biggerSharp,0.75,1,1000,round,1000,0.323943661972
AYEIQ08ZWJX3L,F,English,4,25,8,electric kettle,sharp,1000,1003,1001,biggerSharp,0.75,1,1001,sharp,1000,0.549295774648
AYEIQ08ZWJX3L,F,English,4,25,8,electric kettle,sharp,1000,1003,1001,biggerSharp,0.75,1,5000,round,5000,0.0140845070423
AYEIQ08ZWJX3L,F,English,4,25,8,electric kettle,sharp,1000,1003,1001,biggerSharp,0.75,1,5001,sharp,5000,0.0140845070423
AYEIQ08ZWJX3L,F,English,4,25,8,electric kettle,sharp,1000,1003,1001,biggerSharp,0.75,1,10000,round,10000,0.0140845070423
AYEIQ08ZWJX3L,F,English,4,25,8,electric kettle,sharp,1000,1003,1001,biggerSharp,0.75,1,10001,sharp,10000,0.0140845070423
AYEIQ08ZWJX3L,F,English,4,25,13,watch,round,1000,1000,1000,round,0.5,2,50,round,50,0.02
AYEIQ08ZWJX3L,F,English,4,25,13,watch,round,1000,1000,1000,round,0.5,2,51,sharp,50,0.02
AYEIQ08ZWJX3L,F,English,4,25,13,watch,round,1000,1000,1000,round,0.5,2,500,round,500,0.04
AYEIQ08ZWJX3L,F,English,4,25,13,watch,round,1000,1000,1000,round,0.5,2,501,sharp,500,0.02
AYEIQ08ZWJX3L,F,English,4,25,13,watch,round,1000,1000,1000,round,0.5,2,1000,round,1000,0.8
AYEIQ08ZWJX3L,F,English,4,25,13,watch,round,1000,1000,1000,round,0.5,2,1001,sharp,1000,0.02
AYEIQ08ZWJX3L,F,English,4,25,13,watch,round,1000,1000,1000,round,0.5,2,5000,round,5000,0.02
AYEIQ08ZWJX3L,F,English,4,25,13,watch,round,1000,1000,1000,round,0.5,2,5001,sharp,5000,0.0
AYEIQ08ZWJX3L,F,English,4,25,13,watch,round,1000,1000,1000,round,0.5,2,10000,round,10000,0.04
AYEIQ08ZWJX3L,F,English,4,25,13,watch,round,1000,1000,1000,round,0.5,2,10001,sharp,10000,0.02
AYEIQ08ZWJX3L,F,English,4,25,17,watch,sharp,500,503,501,biggerSharp,0.25,3,50,round,50,0.0377358490566
AYEIQ08ZWJX3L,F,English,4,25,17,watch,sharp,500,503,501,biggerSharp,0.25,3,51,sharp,50,0.0377358490566
AYEIQ08ZWJX3L,F,English,4,25,17,watch,sharp,500,503,501,biggerSharp,0.25,3,500,round,500,0.0188679245283
AYEIQ08ZWJX3L,F,English,4,25,17,watch,sharp,500,503,501,biggerSharp,0.25,3,501,sharp,500,0.735849056604
AYEIQ08ZWJX3L,F,English,4,25,17,watch,sharp,500,503,501,biggerSharp,0.25,3,1000,round,1000,0.0566037735849
