workerid	Answer.buyers	Answer.gender	Answer.domains	Answer.utteredPricesRounded	Answer.utteredTypes	Answer.actualPricesRounded	Answer.actualTypes	Answer.affects	Answer.nativeLanguage	Answer.orders	Answer.income	Answer.age	Answer.sentenceIDs	Answer.utteredPrices	Answer.actualPrices
A3N87BX6PS0SIB	Frank,Eric,Alex,Calvin,Ivan,Bob,Harry,David,George	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	5000,50,500,10000,10000,10000,10000,1000,10000	round,round,round,round,round,round,round,round,round	5000,50,500,10000,500,5000,50,1000,1000	round,round,round,round,round,round,round,round,round	0,0.125,0,0.025,0.025,0,0,0.15,0	English	1,2,3,4,5,6,7,8,9	6	35	4,1,2,5,7,9,6,3,8	5000,50,500,10000,10000,10000,10000,1000,10000	5000,50,500,10000,500,5000,50,1000,1000
A1EGJ0KJG2QFB4	George,Alex,Ivan,Calvin,Bob,Harry,Frank,Eric,David	M	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	10000,50,500,1000,10000,10000,5000,10000,10000	round,round,round,round,round,round,round,round,round	10000,50,500,1000,5000,500,5000,50,1000	round,round,round,round,round,round,round,round,round	1,0.25,0.95,0.975,0.975,0.975,1,0,0.925	English	1,2,3,4,5,6,7,8,9	8	35	5,1,2,3,9,7,4,6,8	10000,50,500,1000,10000,10000,5000,10000,10000	10000,50,500,1000,5000,500,5000,50,1000
A1OSH1BZDQQTNP	Calvin,Alex,Harry,George,Bob,Eric,Frank,Ivan,David	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	500,5000,10000,10000,10000,1000,50,10000,10000	round,round,round,round,round,round,round,round,round	500,5000,5000,50,500,1000,50,10000,1000	round,round,round,round,round,round,round,round,round	0.45,0.6,0.25,0.1,0.225,0.5,0.425,0.575,0.175	English	1,2,3,4,5,6,7,8,9	4	25	2,4,9,6,7,3,1,5,8	500,5000,10000,10000,10000,1000,50,10000,10000	500,5000,5000,50,500,1000,50,10000,1000
A17KIXJGFCB7ZQ	George,Eric,David,Alex,Calvin,Bob,Ivan,Frank,Harry	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	10000,50,10000,10000,10000,5000,10000,1000,500	round,round,round,round,round,round,round,round,round	500,50,5000,1000,50,5000,10000,1000,500	round,round,round,round,round,round,round,round,round	1,0.625,0.875,0.975,1,0.6,0.6,0.6,0.6	English	1,2,3,4,5,6,7,8,9	4	25	7,1,9,8,6,4,5,3,2	10000,50,10000,10000,10000,5000,10000,1000,500	500,50,5000,1000,50,5000,10000,1000,500
A3RH8U43LXMCLB	Eric,Calvin,David,Alex,Frank,George,Harry,Ivan,Bob	M	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	10000,5000,10000,50,10000,10000,500,1000,10000	round,round,round,round,round,round,round,round,round	10000,5000,5000,50,1000,500,500,1000,50	round,round,round,round,round,round,round,round,round	0.875,0.85,0.6,0.5,0.525,0.525,0.5,0.575,0.425	English	1,2,3,4,5,6,7,8,9	4	25	5,4,9,1,8,7,2,3,6	10000,5000,10000,50,10000,10000,500,1000,10000	10000,5000,5000,50,1000,500,500,1000,50
A3TBA7X9EF16W6	David,Alex,Frank,Eric,Harry,George,Ivan,Calvin,Bob	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	10000,1000,10000,10000,500,10000,5000,10000,50	round,round,round,round,round,round,round,round,round	500,1000,1000,50,500,10000,5000,5000,50	round,round,round,round,round,round,round,round,round	1,0.25,1,1,0.25,0.5,0.25,0.75,0.25	English	1,2,3,4,5,6,7,8,9	6	35	7,3,8,6,2,5,4,9,1	10000,1000,10000,10000,500,10000,5000,10000,50	500,1000,1000,50,500,10000,5000,5000,50
A2GRSJHXTR7JQR	Eric,George,Ivan,Calvin,David,Alex,Frank,Bob,Harry	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	10000,10000,500,1000,10000,50,10000,5000,10000	round,round,round,round,round,round,round,round,round	5000,10000,500,1000,50,50,1000,5000,500	round,round,round,round,round,round,round,round,round	0.975,0.975,0.7,0.775,0.5,0.225,0.775,0.75,0.9	English	1,2,3,4,5,6,7,8,9	4	35	9,5,2,3,6,1,8,4,7	10000,10000,500,1000,10000,50,10000,5000,10000	5000,10000,500,1000,50,50,1000,5000,500
A2APPZDU0VS9LN	Frank,Alex,Harry,George,Ivan,Eric,Calvin,Bob,David	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	10000,10000,10000,1000,50,500,10000,10000,5000	round,round,round,round,round,round,round,round,round	50,1000,500,1000,50,500,5000,10000,5000	round,round,round,round,round,round,round,round,round	0.275,0.75,0.5,0.95,0.25,0.725,0.7,0.975,0.95	English	1,2,3,4,5,6,7,8,9	6	35	6,8,7,3,1,2,9,5,4	10000,10000,10000,1000,50,500,10000,10000,5000	50,1000,500,1000,50,500,5000,10000,5000
A22BMTQBS4SW12	Harry,Alex,David,George,Bob,Eric,Ivan,Calvin,Frank	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	5000,10000,500,10000,10000,50,10000,10000,1000	round,round,round,round,round,round,round,round,round	5000,50,500,500,5000,50,1000,10000,1000	round,round,round,round,round,round,round,round,round	1,0.25,0.75,0.4,0.75,0.15,0.4,0.975,0.75	English	1,2,3,4,5,6,7,8,9	4	25	4,6,2,7,9,1,8,5,3	5000,10000,500,10000,10000,50,10000,10000,1000	5000,50,500,500,5000,50,1000,10000,1000
A3JH51YJPRCJU8	Eric,Calvin,George,Alex,Bob,David,Ivan,Frank,Harry	M	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	500,10000,10000,10000,10000,50,1000,10000,5000	round,round,round,round,round,round,round,round,round	500,5000,50,10000,1000,50,1000,500,5000	round,round,round,round,round,round,round,round,round	0.475,0.75,1,0.5,0.875,0.5,0.5,0.975,0.5	English	1,2,3,4,5,6,7,8,9	10	55	2,9,6,5,8,1,3,7,4	500,10000,10000,10000,10000,50,1000,10000,5000	500,5000,50,10000,1000,50,1000,500,5000
