workerid	Answer.buyers	Answer.gender	Answer.domains	Answer.utteredPricesRounded	Answer.utteredTypes	Answer.actualPricesRounded	Answer.actualTypes	Answer.affects	Answer.nativeLanguage	Answer.orders	Answer.income	Answer.age	Answer.sentenceIDs	Answer.utteredPrices	Answer.actualPrices
A3N87BX6PS0SIB	Frank,Eric,Alex,Calvin,Ivan,Bob,Harry,David,George	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	5000,50,500,10000,10000,10000,10000,1000,10000	round,round,round,round,round,round,round,round,round	5000,50,500,10000,500,5000,50,1000,1000	round,round,round,round,round,round,round,round,round	-0.614363711007,1.51227990402,-0.614363711007,-0.189034988002,-0.189034988002,-0.614363711007,-0.614363711007,1.93760862702,-0.614363711007	English	1,2,3,4,5,6,7,8,9	6	35	4,1,2,5,7,9,6,3,8	5000,50,500,10000,10000,10000,10000,1000,10000	5000,50,500,10000,500,5000,50,1000,1000
A1EGJ0KJG2QFB4	George,Alex,Ivan,Calvin,Bob,Harry,Frank,Eric,David	M	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	10000,50,500,1000,10000,10000,5000,10000,10000	round,round,round,round,round,round,round,round,round	10000,50,500,1000,5000,500,5000,50,1000	round,round,round,round,round,round,round,round,round	0.571463076943,-1.40667834324,0.439586982264,0.505525029603,0.505525029603,0.505525029603,0.571463076943,-2.06605881664,0.373648934924	English	1,2,3,4,5,6,7,8,9	8	35	5,1,2,3,9,7,4,6,8	10000,50,500,1000,10000,10000,5000,10000,10000	10000,50,500,1000,5000,500,5000,50,1000
A1OSH1BZDQQTNP	Calvin,Alex,Harry,George,Bob,Eric,Frank,Ivan,David	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	500,5000,10000,10000,10000,1000,50,10000,10000	round,round,round,round,round,round,round,round,round	500,5000,5000,50,500,1000,50,10000,1000	round,round,round,round,round,round,round,round,round	0.45572395135,1.27602706378,-0.63801353189,-1.45831664432,-0.774730717295,0.72915832216,0.319006765945,1.13930987837,-1.0481650881	English	1,2,3,4,5,6,7,8,9	4	25	2,4,9,6,7,3,1,5,8	500,5000,10000,10000,10000,1000,50,10000,10000	500,5000,5000,50,500,1000,50,10000,1000
A17KIXJGFCB7ZQ	George,Eric,David,Alex,Calvin,Bob,Ivan,Frank,Harry	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	10000,50,10000,10000,10000,5000,10000,1000,500	round,round,round,round,round,round,round,round,round	500,50,5000,1000,50,5000,10000,1000,500	round,round,round,round,round,round,round,round,round	1.22927259431,-0.723101526062,0.57848122085,1.09911431961,1.22927259431,-0.853259800753,-0.853259800753,-0.853259800753,-0.853259800753	English	1,2,3,4,5,6,7,8,9	4	25	7,1,9,8,6,4,5,3,2	10000,50,10000,10000,10000,5000,10000,1000,500	500,50,5000,1000,50,5000,10000,1000,500
A3RH8U43LXMCLB	Eric,Calvin,David,Alex,Frank,George,Harry,Ivan,Bob	M	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	10000,5000,10000,50,10000,10000,500,1000,10000	round,round,round,round,round,round,round,round,round	10000,5000,5000,50,1000,500,500,1000,50	round,round,round,round,round,round,round,round,round	1.75438596491,1.59649122807,0.0175438596491,-0.614035087719,-0.456140350877,-0.456140350877,-0.614035087719,-0.140350877193,-1.08771929825	English	1,2,3,4,5,6,7,8,9	4	25	5,4,9,1,8,7,2,3,6	10000,5000,10000,50,10000,10000,500,1000,10000	10000,5000,5000,50,1000,500,500,1000,50
A3TBA7X9EF16W6	David,Alex,Frank,Eric,Harry,George,Ivan,Calvin,Bob	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	10000,1000,10000,10000,500,10000,5000,10000,50	round,round,round,round,round,round,round,round,round	500,1000,1000,50,500,10000,5000,5000,50	round,round,round,round,round,round,round,round,round	1.17851130198,-0.942809041582,1.17851130198,1.17851130198,-0.942809041582,-0.235702260396,-0.942809041582,0.471404520791,-0.942809041582	English	1,2,3,4,5,6,7,8,9	6	35	7,3,8,6,2,5,4,9,1	10000,1000,10000,10000,500,10000,5000,10000,50	500,1000,1000,50,500,10000,5000,5000,50
A2GRSJHXTR7JQR	Eric,George,Ivan,Calvin,David,Alex,Frank,Bob,Harry	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	10000,10000,500,1000,10000,50,10000,5000,10000	round,round,round,round,round,round,round,round,round	5000,10000,500,1000,50,50,1000,5000,500	round,round,round,round,round,round,round,round,round	1.01695035975,1.01695035975,-0.127118794968,0.184900065408,-0.959169089306,-2.10323824402,0.184900065408,0.0808937786162,0.70493149937	English	1,2,3,4,5,6,7,8,9	4	35	9,5,2,3,6,1,8,4,7	10000,10000,500,1000,10000,50,10000,5000,10000	5000,10000,500,1000,50,50,1000,5000,500
A2APPZDU0VS9LN	Frank,Alex,Harry,George,Ivan,Eric,Calvin,Bob,David	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	10000,10000,10000,1000,50,500,10000,10000,5000	round,round,round,round,round,round,round,round,round	50,1000,500,1000,50,500,5000,10000,5000	round,round,round,round,round,round,round,round,round	-1.43539617285,0.26913678241,-0.627985825623,0.986834868836,-1.52510843366,0.179424521607,0.0897122608033,1.07654712964,0.986834868836	English	1,2,3,4,5,6,7,8,9	6	35	6,8,7,3,1,2,9,5,4	10000,10000,10000,1000,50,500,10000,10000,5000	50,1000,500,1000,50,500,5000,10000,5000
A22BMTQBS4SW12	Harry,Alex,David,George,Bob,Eric,Ivan,Calvin,Frank	F	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	5000,10000,500,10000,10000,50,10000,10000,1000	round,round,round,round,round,round,round,round,round	5000,50,500,500,5000,50,1000,10000,1000	round,round,round,round,round,round,round,round,round	1.27783028668,-1.13485626859,0.473601434922,-0.652318957534,0.473601434922,-1.45654780929,-0.652318957534,1.1974074015,0.473601434922	English	1,2,3,4,5,6,7,8,9	4	25	4,6,2,7,9,1,8,5,3	5000,10000,500,10000,10000,50,10000,10000,1000	5000,50,500,500,5000,50,1000,10000,1000
A3JH51YJPRCJU8	Eric,Calvin,George,Alex,Bob,David,Ivan,Frank,Harry	M	electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle	500,10000,10000,10000,10000,50,1000,10000,5000	round,round,round,round,round,round,round,round,round	500,5000,50,10000,1000,50,1000,500,5000	round,round,round,round,round,round,round,round,round	-0.890263814519,0.333848930445,1.44667869859,-0.778980837705,0.890263814519,-0.778980837705,-0.778980837705,1.33539572178,-0.778980837705	English	1,2,3,4,5,6,7,8,9	10	55	2,9,6,5,8,1,3,7,4	500,10000,10000,10000,10000,50,1000,10000,5000	500,5000,50,10000,1000,50,1000,500,5000
